,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,Month-Year,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,MONTH
2642,10120,24,100.0,7,"$3,417.12",2003-04-29,Shipped,2,4-2003,Planes,$118.00,S700_2834,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2003,4
2643,10133,27,99.67,2,"$2,691.09",2003-06-27,Shipped,2,6-2003,Planes,$118.00,S700_2834,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2003,6
2644,10145,20,100.0,13,"$2,752.60",2003-08-25,Shipped,3,8-2003,Planes,$118.00,S700_2834,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small,2003,8
2645,10168,36,100.0,8,"$4,527.72",2003-10-28,Shipped,4,10-2003,Planes,$118.00,S700_2834,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,10
2646,10188,29,100.0,8,"$3,957.05",2003-11-18,Shipped,4,11-2003,Planes,$118.00,S700_2834,Herkku Gifts,004722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,2003,11
2647,10210,25,100.0,6,"$2,818.00",2004-01-12,Shipped,1,1-2004,Planes,$118.00,S700_2834,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1
2648,10223,29,100.0,8,"$3,199.86",2004-02-20,Shipped,1,2-2004,Planes,$118.00,S700_2834,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,2
2649,10235,25,96.11,2,"$2,402.75",2004-04-02,Shipped,2,4-2004,Planes,$118.00,S700_2834,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,4
2650,10250,44,100.0,3,"$6,055.72",2004-05-11,Shipped,2,5-2004,Planes,$118.00,S700_2834,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,2004,5
2651,10263,47,100.0,9,"$5,465.16",2004-06-28,Shipped,2,6-2004,Planes,$118.00,S700_2834,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium,2004,6
2652,10275,48,100.0,8,"$6,378.72",2004-07-23,Shipped,3,7-2004,Planes,$118.00,S700_2834,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2004,7
2653,10285,45,100.0,13,"$5,392.80",2004-08-27,Shipped,3,8-2004,Planes,$118.00,S700_2834,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,2004,8
2654,10297,35,100.0,3,"$3,986.50",2004-09-16,Shipped,3,9-2004,Planes,$118.00,S700_2834,"Clover Collections, Co.",0035318621555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,2004,9
2655,10308,31,100.0,6,"$4,009.23",2004-10-15,Shipped,4,10-2004,Planes,$118.00,S700_2834,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium,2004,10
2656,10318,50,100.0,8,"$7,119.00",2004-11-02,Shipped,4,11-2004,Planes,$118.00,S700_2834,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large,2004,11
2657,10328,33,100.0,11,"$4,072.20",2004-11-12,Shipped,4,11-2004,Planes,$118.00,S700_2834,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2004,11
2658,10340,29,100.0,6,"$4,094.51",2004-11-24,Shipped,4,11-2004,Planes,$118.00,S700_2834,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2004,11
2659,10353,48,68.8,4,"$3,302.40",2004-12-04,Shipped,4,12-2004,Planes,$118.00,S700_2834,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,2004,12
2660,10361,44,72.42,5,"$3,186.48",2004-12-17,Shipped,4,12-2004,Planes,$118.00,S700_2834,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2004,12
2661,10375,25,66.73,10,"$1,668.25",2005-02-03,Shipped,1,2-2005,Planes,$118.00,S700_2834,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2005,2
2662,10388,50,100.0,3,"$7,154.50",2005-03-03,Shipped,1,3-2005,Planes,$118.00,S700_2834,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Large,2005,3
2663,10398,23,100.0,9,"$2,810.83",2005-03-30,Shipped,1,3-2005,Planes,$118.00,S700_2834,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2005,3
2664,10401,21,96.11,2,"$2,018.31",2005-04-03,On Hold,2,4-2005,Planes,$118.00,S700_2834,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small,2005,4
2665,10416,41,100.0,3,"$5,642.83",2005-05-10,Shipped,2,5-2005,Planes,$118.00,S700_2834,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,2005,5
2666,10106,44,74.4,8,"$3,273.60",2003-02-17,Shipped,1,2-2003,Planes,$80.00,S700_3167,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2
2667,10120,43,76.0,14,"$3,268.00",2003-04-29,Shipped,2,4-2003,Planes,$80.00,S700_3167,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2003,4
2668,10143,28,96.0,3,"$2,688.00",2003-08-10,Shipped,3,8-2003,Planes,$80.00,S700_3167,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,8
2669,10155,43,86.4,1,"$3,715.20",2003-10-06,Shipped,4,10-2003,Planes,$80.00,S700_3167,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,2003,10
2670,10168,48,96.0,15,"$4,608.00",2003-10-28,Shipped,4,10-2003,Planes,$80.00,S700_3167,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,10
2671,10199,38,82.4,3,"$3,131.20",2003-12-01,Shipped,4,12-2003,Planes,$80.00,S700_3167,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium,2003,12
2672,10210,31,86.4,13,"$2,678.40",2004-01-12,Shipped,1,1-2004,Planes,$80.00,S700_3167,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1
2673,10223,26,67.2,15,"$1,747.20",2004-02-20,Shipped,1,2-2004,Planes,$80.00,S700_3167,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2004,2
2674,10235,32,92.0,9,"$2,944.00",2004-04-02,Shipped,2,4-2004,Planes,$80.00,S700_3167,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,4
2675,10250,44,67.2,10,"$2,956.80",2004-05-11,Shipped,2,5-2004,Planes,$80.00,S700_3167,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,2004,5
2676,10262,27,76.0,5,"$2,052.00",2004-06-24,Cancelled,2,6-2004,Planes,$80.00,S700_3167,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,6
2677,10275,43,73.6,15,"$3,164.80",2004-07-23,Shipped,3,7-2004,Planes,$80.00,S700_3167,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2004,7
2678,10284,25,69.6,7,"$1,740.00",2004-08-21,Shipped,3,8-2004,Planes,$80.00,S700_3167,"Norway Gifts By Mail, Co.",004722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2004,8
2679,10296,22,80.8,3,"$1,777.60",2004-09-15,Shipped,3,9-2004,Planes,$80.00,S700_3167,"Bavarian Collectables Imports, Co.",00498961089555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small,2004,9
2680,10308,21,87.2,13,"$1,831.20",2004-10-15,Shipped,4,10-2004,Planes,$80.00,S700_3167,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small,2004,10
2681,10316,48,75.2,5,"$3,609.60",2004-11-01,Shipped,4,11-2004,Planes,$80.00,S700_3167,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2004,11
2682,10328,33,64.0,13,"$2,112.00",2004-11-12,Shipped,4,11-2004,Planes,$80.00,S700_3167,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2004,11
2683,10341,34,100.0,5,"$3,644.12",2004-11-24,Shipped,4,11-2004,Planes,$80.00,S700_3167,Salzburg Collectables,65629555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,2004,11
2684,10353,43,81.95,6,"$3,523.85",2004-12-04,Shipped,4,12-2004,Planes,$80.00,S700_3167,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,2004,12
2685,10361,44,100.0,10,"$5,001.92",2004-12-17,Shipped,4,12-2004,Planes,$80.00,S700_3167,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2004,12
2686,10375,44,100.0,11,"$5,208.72",2005-02-03,Shipped,1,2-2005,Planes,$80.00,S700_3167,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2005,2
2687,10386,32,94.34,17,"$3,018.88",2005-03-01,Resolved,1,3-2005,Planes,$80.00,S700_3167,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,3
2688,10398,29,65.6,10,"$1,902.40",2005-03-30,Shipped,1,3-2005,Planes,$80.00,S700_3167,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2005,3
2689,10401,77,92.0,9,"$7,084.00",2005-04-03,On Hold,2,4-2005,Planes,$80.00,S700_3167,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Large,2005,4
2690,10416,39,67.2,10,"$2,620.80",2005-05-10,Shipped,2,5-2005,Planes,$80.00,S700_3167,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2005,5
2691,10105,39,81.14,6,"$3,164.46",2003-02-11,Shipped,1,2-2003,Ships,$100.00,S700_3505,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2
2692,10118,36,100.0,1,"$4,219.20",2003-04-21,Shipped,2,4-2003,Ships,$100.00,S700_3505,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2003,4
2693,10129,42,91.15,6,"$3,828.30",2003-06-12,Shipped,2,6-2003,Ships,$100.00,S700_3505,"Stylish Desk Decors, Co.",1715550297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2003,6
2694,10142,21,100.0,3,"$2,334.99",2003-08-08,Shipped,3,8-2003,Ships,$100.00,S700_3505,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2003,8
2695,10153,50,88.15,2,"$4,407.50",2003-09-28,Shipped,3,9-2003,Ships,$100.00,S700_3505,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2003,9
2696,10167,24,100.0,13,"$2,812.80",2003-10-23,Cancelled,4,10-2003,Ships,$100.00,S700_3505,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2003,10
2697,10177,44,92.16,4,"$4,055.04",2003-11-07,Shipped,4,11-2003,Ships,$100.00,S700_3505,CAF Imports,0034913728555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,2003,11
2698,10185,37,100.0,4,"$3,891.66",2003-11-14,Shipped,4,11-2003,Ships,$100.00,S700_3505,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,2003,11
2699,10197,27,92.16,10,"$2,488.32",2003-11-26,Shipped,4,11-2003,Ships,$100.00,S700_3505,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,2003,11
2700,10208,37,100.0,4,"$4,447.40",2004-01-02,Shipped,1,1-2004,Ships,$100.00,S700_3505,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2004,1
2701,10222,38,100.0,16,"$4,187.22",2004-02-19,Shipped,1,2-2004,Ships,$100.00,S700_3505,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,2004,2
2702,10232,48,96.16,1,"$4,615.68",2004-03-20,Shipped,1,3-2004,Ships,$100.00,S700_3505,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2004,3
2703,10248,30,100.0,7,"$3,245.40",2004-05-07,Cancelled,2,5-2004,Ships,$100.00,S700_3505,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,2004,5
2704,10261,25,88.15,5,"$2,203.75",2004-06-17,Shipped,2,6-2004,Ships,$100.00,S700_3505,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Small,2004,6
2705,10273,40,86.15,8,"$3,446.00",2004-07-21,Shipped,3,7-2004,Ships,$100.00,S700_3505,Petit Auto,02555467,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,2004,7
2706,10283,22,88.15,10,"$1,939.30",2004-08-20,Shipped,3,8-2004,Ships,$100.00,S700_3505,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,8
2707,10295,34,100.0,5,"$3,473.78",2004-09-10,Shipped,3,9-2004,Ships,$100.00,S700_3505,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,2004,9
2708,10306,32,90.15,4,"$2,884.80",2004-10-14,Shipped,4,10-2004,Ships,$100.00,S700_3505,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,10
2709,10315,31,86.15,3,"$2,670.65",2004-10-29,Shipped,4,10-2004,Ships,$100.00,S700_3505,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2004,10
2710,10327,43,80.0,2,"$3,440.00",2004-11-10,Resolved,4,11-2004,Ships,$100.00,S700_3505,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2004,11
2711,10337,31,89.38,1,"$2,770.78",2004-11-21,Shipped,4,11-2004,Ships,$100.00,S700_3505,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small,2004,11
2712,10350,31,77.34,13,"$2,397.54",2004-12-02,Shipped,4,12-2004,Ships,$100.00,S700_3505,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,12
2713,10373,34,96.34,2,"$3,275.56",2005-01-31,Shipped,1,1-2005,Ships,$100.00,S700_3505,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,2005,1
2714,10386,45,92.08,2,"$4,143.60",2005-03-01,Resolved,1,3-2005,Ships,$100.00,S700_3505,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,3
2715,10397,48,100.0,3,"$5,192.64",2005-03-28,Shipped,1,3-2005,Ships,$100.00,S700_3505,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2005,3
2716,10414,28,100.0,7,"$3,029.04",2005-05-06,On Hold,2,5-2005,Ships,$100.00,S700_3505,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,2005,5
2717,10105,22,100.0,7,"$2,556.18",2003-02-11,Shipped,1,2-2003,Ships,$99.00,S700_3962,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2
2718,10117,45,83.42,1,"$3,753.90",2003-04-16,Shipped,2,4-2003,Ships,$99.00,S700_3962,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2003,4
2719,10129,30,85.41,7,"$2,562.30",2003-06-12,Shipped,2,6-2003,Ships,$99.00,S700_3962,"Stylish Desk Decors, Co.",1715550297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,2003,6
2720,10142,38,85.41,4,"$3,245.58",2003-08-08,Shipped,3,8-2003,Ships,$99.00,S700_3962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2003,8
2721,10153,20,100.0,3,"$2,204.60",2003-09-28,Shipped,3,9-2003,Ships,$99.00,S700_3962,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2003,9
2722,10167,28,100.0,14,"$3,003.00",2003-10-23,Cancelled,4,10-2003,Ships,$99.00,S700_3962,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2003,10
2723,10177,24,100.0,5,"$2,526.48",2003-11-07,Shipped,4,11-2003,Ships,$99.00,S700_3962,CAF Imports,0034913728555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small,2003,11
2724,10185,22,79.45,5,"$1,747.90",2003-11-14,Shipped,4,11-2003,Ships,$99.00,S700_3962,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,11
2725,10197,35,93.35,11,"$3,267.25",2003-11-26,Shipped,4,11-2003,Ships,$99.00,S700_3962,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2003,11
2726,10208,33,85.41,5,"$2,818.53",2004-01-02,Shipped,1,1-2004,Ships,$99.00,S700_3962,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2004,1
2727,10222,31,95.34,17,"$2,955.54",2004-02-19,Shipped,1,2-2004,Ships,$99.00,S700_3962,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small,2004,2
2728,10232,35,82.43,2,"$2,885.05",2004-03-20,Shipped,1,3-2004,Ships,$99.00,S700_3962,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2004,3
2729,10248,35,90.37,8,"$3,162.95",2004-05-07,Cancelled,2,5-2004,Ships,$99.00,S700_3962,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,2004,5
2730,10261,50,81.43,6,"$4,071.50",2004-06-17,Shipped,2,6-2004,Ships,$99.00,S700_3962,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,2004,6
2731,10273,26,100.0,9,"$2,969.46",2004-07-21,Shipped,3,7-2004,Ships,$99.00,S700_3962,Petit Auto,02555467,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,2004,7
2732,10283,38,89.38,11,"$3,396.44",2004-08-20,Shipped,3,8-2004,Ships,$99.00,S700_3962,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium,2004,8
2733,10294,45,100.0,1,"$4,692.60",2004-09-10,Shipped,3,9-2004,Ships,$99.00,S700_3962,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium,2004,9
2734,10306,30,100.0,5,"$3,515.70",2004-10-14,Shipped,4,10-2004,Ships,$99.00,S700_3962,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,10
2735,10315,37,91.37,4,"$3,380.69",2004-10-29,Shipped,4,10-2004,Ships,$99.00,S700_3962,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2004,10
2736,10327,37,86.61,3,"$3,204.57",2004-11-10,Resolved,4,11-2004,Ships,$99.00,S700_3962,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2004,11
2737,10337,36,71.89,7,"$2,588.04",2004-11-21,Shipped,4,11-2004,Ships,$99.00,S700_3962,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small,2004,11
2738,10350,25,100.0,16,"$2,854.75",2004-12-02,Shipped,4,12-2004,Ships,$99.00,S700_3962,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,12
2739,10373,37,100.0,8,"$4,025.60",2005-01-31,Shipped,1,1-2005,Ships,$99.00,S700_3962,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,2005,1
2740,10386,30,95.48,3,"$2,864.40",2005-03-01,Resolved,1,3-2005,Ships,$99.00,S700_3962,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,3
2741,10397,36,100.0,2,"$3,789.72",2005-03-28,Shipped,1,3-2005,Ships,$99.00,S700_3962,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2005,3
2742,10414,27,90.37,8,"$2,439.99",2005-05-06,On Hold,2,5-2005,Ships,$99.00,S700_3962,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,2005,5
2743,10106,48,61.44,10,"$2,949.12",2003-02-17,Shipped,1,2-2003,Planes,$74.00,S700_4002,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2
2744,10119,26,59.22,1,"$1,539.72",2003-04-28,Shipped,2,4-2003,Planes,$74.00,S700_4002,Salzburg Collectables,65629555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,2003,4
2745,10131,26,85.13,2,"$2,213.38",2003-06-16,Shipped,2,6-2003,Planes,$74.00,S700_4002,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Small,2003,6
2746,10143,34,85.87,5,"$2,919.58",2003-08-10,Shipped,3,8-2003,Planes,$74.00,S700_4002,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,8
2747,10155,44,85.87,3,"$3,778.28",2003-10-06,Shipped,4,10-2003,Planes,$74.00,S700_4002,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,2003,10
2748,10168,39,82.91,17,"$3,233.49",2003-10-28,Shipped,4,10-2003,Planes,$74.00,S700_4002,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,10
2749,10178,45,76.25,2,"$3,431.25",2003-11-08,Shipped,4,11-2003,Planes,$74.00,S700_4002,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2003,11
2750,10198,40,63.67,2,"$2,546.80",2003-11-27,Shipped,4,11-2003,Planes,$74.00,S700_4002,Cruz & Sons Co.,006325553587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,11
2751,10210,42,70.33,15,"$2,953.86",2004-01-12,Shipped,1,1-2004,Planes,$74.00,S700_4002,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1
2752,10222,43,74.03,2,"$3,183.29",2004-02-19,Shipped,1,2-2004,Planes,$74.00,S700_4002,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,2004,2
